,BRD-K28862419_0.3704 uM,BRD-K28862419_1.1111 uM,BRD-K28862419_3.3333 uM,BRD-K28862419_10 uM,BRD-K34692511_0.3704 uM,BRD-K34692511_1.1111 uM,BRD-K34692511_3.3333 uM,BRD-K34692511_10 uM,N-Benzylquinazolin-4-amine_0.3704 uM,N-Benzylquinazolin-4-amine_1.1111 uM,N-Benzylquinazolin-4-amine_3.3333 uM,N-Benzylquinazolin-4-amine_10 uM
ACH-000946,0.057675246,0.286934277,0.061937687,-0.054544529,0.02076555,0.341618365,0.165825048,-1.231016936,-0.316538279,-0.543231231,-0.677458781,-1.657114742
ACH-000947,-0.398713926,0.477049279,-0.405567172,-0.296866637,-0.151112716,0.357576781,-0.334540862,-0.621148306,0.428151823,-0.291495524,-0.480921482,-0.764211328
ACH-000948,-0.597414501,-0.124552694,-0.481469996,0.499041882,0.655508977,0.389034521,0.199849293,-0.042375935,-0.278096142,-0.073243261,-0.343410433,-0.126827927
ACH-000950,-0.353610014,-0.433405391,0.166954969,-0.862351232,-0.817212046,0.846445206,0.937043695,-0.069427303,0.309241233,0.014055139,-1.276120543,-1.662911504
ACH-000952,-0.297672123,-0.562922179,-0.583723821,-1.030181052,-0.019329172,0.228127153,-0.232394496,-0.210875857,-0.265504794,-0.582619912,-0.567250292,-0.360647125
ACH-000954,-0.093427541,0.620929466,0.129829442,-0.322323031,0.463342008,-0.726583478,0.226919742,0.51912151,0.482011488,-0.052284926,0.072745277,-0.324492583
ACH-000955,0.567337624,-0.167800788,-0.294186734,0.322249304,-0.3289247,0.296118124,-1.03113477,-1.156834593,0.185944078,-0.535625221,-0.667805805,-2.104127855
ACH-000956,-0.220456933,0.121581484,-0.438740708,-0.280718338,0.060651172,0.018475296,-0.523231911,-0.202672355,0.152648835,0.16643042,-0.057546809,-0.966503028
ACH-000957,0.11864353,-0.22725612,-0.005869896,-0.192235975,-0.178669752,-0.122626881,0.157754012,-0.757462856,0.011587501,-0.004899872,-0.449266056,-0.391293602
ACH-000958,-0.658334416,-0.20035893,0.893834315,0.568541598,-0.306721098,0.282329371,-0.046143601,0.26174715,-0.208947297,-0.08231386,0.246578647,-1.104164707
ACH-000959,0.098806607,-0.437684774,-0.032699175,-0.044523652,-0.276937831,0.066987274,-0.029984221,-0.101786786,-0.218632116,-0.144708642,-0.830393438,-1.215519474
ACH-000961,0.187652767,-0.241201995,-0.316061229,-0.52952131,-0.268146617,0.332644735,0.407532614,0.222267903,-0.200630577,-0.229983868,-0.063783052,-0.296330979
ACH-000962,-0.006914701,0.049371986,-0.08729355,-0.232556612,-0.048145187,0.238687203,-0.20882334,-0.259065697,-0.065591158,-0.198995921,-0.43203594,-0.984424804
ACH-000963,0.154052243,0.22119916,0.249484712,-0.192005134,-0.284414913,0.314737468,-0.180804389,-0.652229988,0.363398135,-0.170667776,-1.119309888,-1.036239265
ACH-000964,-0.182072133,0.262010327,0.239811398,-0.073926133,0.297832535,0.117968729,0.383801706,-0.10457286,-0.269892432,0.255199544,-0.708841279,-0.022254081
ACH-000965,0.226859027,-0.896885468,0.294579476,-0.528981011,-0.09935008,0.505054167,-0.223694082,-0.267007877,0.026763657,0.471260827,-1.315379052,-1.508042931
ACH-000966,0.128859133,-0.650603722,-0.199983837,-0.804188981,-0.706222851,-0.181597,0.203487414,-0.621150478,0.170008065,-0.712179487,-0.599532999,-0.880630543
ACH-000967,-0.485572504,0.418478109,0.079020408,-0.039331303,-0.088302836,-0.067268029,0.19447516,-0.120475884,0.00717554,-0.84484553,-0.337574288,-0.435908253
ACH-000968,-0.17375522,0.435428392,0.137463156,-0.335355501,-0.043925604,0.267173963,-0.482457908,-0.137144951,0.090555971,-0.512926903,-1.130782365,-1.714130165
ACH-000971,-0.05313967,-0.105306193,0.098318987,-0.330390015,0.118360637,-0.210578749,0.368727005,0.029426225,-0.229732004,-0.093105033,-0.617004891,-0.845156785
ACH-000972,0.164488029,0.228109205,0.25188195,-0.317980813,-0.314561864,0.192504297,-0.420134154,-0.110645073,0.100652852,0.015807634,-0.86500341,-0.979124019
ACH-000973,-0.188360589,0.600902179,0.393147731,0.000522661,-0.824486366,-0.141768899,0.248702006,-0.262851839,0.39265135,-0.224889336,-0.557932313,-1.773339617
ACH-000974,-0.011215896,0.125763167,0.330007913,-0.156581911,0.134885675,-0.070560556,0.147756554,-0.025025492,-0.061140008,-0.340550366,-0.102772744,-0.347816965
ACH-000976,-0.16137082,-0.07764011,0.131477525,0.339660232,-0.122119834,0.115825742,0.122319224,-0.148016159,0.274253858,-0.059753575,-0.582758144,-0.680843085
ACH-000977,-0.130055836,-0.33222571,-0.230406501,-0.924097677,-0.567233081,0.140033064,-0.505379984,-0.967721417,-0.016505557,-0.211719178,-0.712539365,-0.895009357
ACH-000978,-0.124291876,0.001864348,0.220604736,-0.138754841,0.621231931,0.128616992,0.410356064,0.423964571,0.177545653,0.082951932,-0.417907521,-0.689580758
ACH-000979,0.254760369,-0.171991312,-0.156428751,0.030910136,0.060906319,0.329343141,-0.346808651,0.149067157,-0.124614733,-0.363991471,-0.539363154,-0.63214194
ACH-000981,0.08389726,0.192168664,-0.093143748,0.102072743,-0.143216266,0.482286407,0.112070106,-0.219761327,0.1728837,-0.170117615,0.107838747,-0.457553451
ACH-000982,0.056982603,-0.132357434,0.463685699,0.323832215,0.082526351,-0.209870514,0.340394684,-0.650022837,-0.130644577,-0.084982161,-0.180235031,-0.551897921
ACH-000983,-0.272388226,-0.002607652,-0.420931132,-0.204550759,0.084917274,-0.099916307,-0.091981179,-0.388462752,-0.445543831,-0.259660353,-0.335334776,-0.544786321
ACH-000984,-0.389754183,0.398595521,0.253939203,-0.936555605,-0.200369064,-0.116944514,0.070688362,0.180964967,-0.312829717,0.106207829,-0.460847183,-0.668803907
ACH-000985,0.216300061,0.365709304,-0.073143306,0.014641853,-0.217634351,-0.530614078,-0.53181762,-0.202498255,0.609715245,-0.075834284,-0.221812976,-0.75821223
ACH-000986,0.266645507,-0.144481226,0.128733859,-0.179980531,0.3113707,-0.013789132,-0.052763271,0.08093247,-0.018263687,-0.27938703,-0.308936057,-0.262663525
ACH-000987,-0.172240288,0.184476757,0.231570768,-0.031937524,0.234604816,0.144548847,0.14631505,-0.032416657,0.148181228,-0.328989653,-0.922714587,-0.806099155
ACH-000988,0.173153028,-0.267722474,-0.130869285,0.171483298,0.128699815,0.519782522,0.140536507,0.348614642,0.045667782,0.529089511,0.236833134,-0.46108973
ACH-000990,-0.308866702,0.114127444,0.078877751,0.332603027,0.466707462,0.359067461,0.140653281,0.153381294,0.093379866,0.145043898,-0.843761597,-1.053189118
ACH-000991,0.405737057,0.430251199,0.170438552,-0.574462478,0.333435094,0.632471335,-0.249156374,0.87168289,0.622214975,0.62352299,-0.869943099,-0.631678715
ACH-000992,-0.083005502,0.11885455,0.015934747,-0.307980516,0.239550489,-0.043075771,-0.288048451,-0.437906805,0.248378424,0.593235154,-0.423891007,-1.579284661
ACH-000993,0.081848575,-0.32097848,0.327593471,-0.262624493,0.082693599,-0.29373242,-0.099334411,-0.688577392,-0.027827728,0.111766198,-0.430571824,-0.952797321
ACH-000994,0.228923104,0.00374159,-0.189581315,-0.375760252,0.435632779,-0.333497001,-0.524401639,-0.036730374,0.533702477,-0.464943501,-0.238068423,-0.931522409
ACH-000995,0.151243197,-0.736154294,0.270148049,0.046462968,0.444202104,0.009687445,-0.191076065,0.555899575,0.100348122,0.238749697,-0.860441414,-0.576007309
ACH-000996,-0.32784257,-1.108274085,0.010613497,0.335630558,-0.149316129,-0.279926538,-0.66941089,-0.376524487,0.106319085,-0.000247135,-0.167579129,-0.340259127
ACH-000997,0.250044522,-0.306292403,-0.498184106,0.258724208,0.630195095,1.001847563,-0.026956747,0.021576276,0.538034388,-0.013645786,0.080461546,0.16306267
ACH-000998,0.20209322,-0.021912712,0.178285975,-0.082508008,-0.561604195,-0.062094527,-0.279232126,-0.057438513,0.189692566,-0.089359256,-1.121701377,0.00262251
ACH-001001,-0.025682582,0.081189729,-0.121584891,-0.304885544,0.003597434,-0.104390195,-0.478263333,-0.314824293,0.14765578,0.251609765,-0.527092907,-1.23517427
ACH-001016,0.009345105,-0.141206057,-0.084012767,0.095129434,-0.089890473,-0.103905577,-0.129314913,0.243480382,0.230937227,-0.325180684,-0.147772821,-0.661073539
ACH-001020,0.342749172,-0.352385986,-0.170342852,1.008240644,-0.386363005,0.290953284,0.49799149,-0.407013987,0.152354072,0.117331192,-0.39697594,-0.683450887
ACH-001022,-0.841870117,0.004111587,0.140464067,0.22508817,-0.207125722,0.364852333,0.054622209,-0.048884378,-0.271495753,-0.332980814,-0.741803439,-1.02047908
ACH-001024,-0.051279203,0.186044818,-0.098425739,-0.006978657,-0.156190779,0.004914736,0.143763129,0.048190395,0.405213047,-0.074223564,-0.478506621,-0.584485904
ACH-001028,-0.066944022,-0.318175527,-0.645010509,-1.187112295,-0.298352324,-0.487434147,-0.026047869,-0.673697683,-0.112884572,0.044106384,-0.384055167,-0.864162852
ACH-001029,-0.275903204,-0.0001065,0.455916176,0.150617124,0.035531327,-0.391718603,-0.699926895,-0.110542537,-0.356981186,0.051247443,-0.608026062,-0.585583221
ACH-001033,0.035047151,0.158570459,-0.170430483,-0.063527795,0.547473815,0.04313624,0.169385059,-0.675966215,0.446558146,-0.514048612,-0.750370767,-1.045910169
ACH-001038,-0.298657502,-0.2652574,0.976650828,0.444831433,0.280996771,-0.439339804,0.673625541,-0.890379699,0.529457623,-0.259162723,-0.656445725,-0.685402059
ACH-001050,0.364210457,0.189606342,0.138842296,-0.287072576,0.017670385,0.09925945,0.064656477,-0.070309517,-0.25516139,-0.248068821,-0.819869397,-0.674123827
ACH-001059,-0.198056516,0.467721158,0.185625709,-0.686734645,0.19812457,0.476839269,-0.272532973,-0.036231322,-0.266779157,-0.788090598,-1.153555256,-1.47781895
ACH-001075,-0.240823699,0.176947753,0.057300142,0.311041295,-0.309186367,-0.028021251,-0.157762305,0.224519969,-0.031907935,0.338780415,-0.171498063,-1.004231848
ACH-001096,-0.298322181,0.208318571,-0.38760858,0.23710481,0.203730577,0.175737594,0.029101165,0.034454716,0.003401949,-0.501106991,-1.756105071,-2.930339947
ACH-001099,0.007361908,0.036346624,0.625764966,0.085686598,0.136659165,-0.241718626,-0.465450397,-0.310559088,-0.538208649,-0.480342621,-1.386662305,-0.511242255
ACH-001106,-0.023699962,-0.140410655,-0.10902794,-0.534304866,-0.021752065,0.001020137,-0.380194355,-1.069945313,0.03773951,-0.265712546,-1.218938688,-1.70150094
ACH-001111,-0.269874464,0.017367571,-0.070010084,-0.273443414,-0.17829004,0.008682322,-0.084785055,-0.356016933,-0.004336349,-0.207969908,-0.328017656,-1.080131109
ACH-001113,0.247915971,0.25838969,0.669424251,-1.045660345,-0.075082993,-0.077076998,0.483416065,-1.30612213,-0.31506184,0.478180029,0.018989026,-1.948694318
ACH-001128,0.346232429,-0.014216895,-1.153948789,0.113411745,0.083650484,-0.079104205,-0.336366141,-1.049325823,0.398663826,0.519909321,-0.660649013,-1.471164683
ACH-001129,-0.406357513,0.399918011,0.077989523,-0.097792815,-0.362848568,0.02391622,0.271275794,-0.490264042,-0.297404858,-0.347341216,-0.756590501,-1.058639213
ACH-001145,0.016711735,-0.036936644,0.066333565,-0.501983615,-0.172576392,-0.302263315,-0.41801925,-0.577530778,-0.207303868,-0.007062901,-0.234905244,-0.534692544
ACH-001148,-0.019866161,-0.529959568,0.486961539,-0.420326039,-0.584787652,-0.106763499,-0.477969741,0.157599707,0.183452275,-0.225259524,0.078764686,-0.572073797
ACH-001163,-0.163494807,0.193570005,-0.090768156,-0.2534721,-0.211236435,-0.093551747,-0.122901301,-0.057607502,-0.121832172,0.041822359,-0.808741261,-1.031682756
ACH-001164,0.31935456,-0.007283429,0.286846093,-0.007737417,0.641793213,0.551098254,-0.016149849,0.801733351,0.268720573,-0.188486601,-0.790026765,-0.804193246
ACH-001190,0.221056893,-0.137965006,0.195362754,0.754812103,-0.159479432,0.756723136,0.002298843,-0.128520891,-0.135112818,-0.392679578,0.015660082,-0.630100025
ACH-001193,-0.116963476,-0.14908665,-0.373574294,-0.063141862,-0.141442971,-0.591037301,-0.680855962,-0.764317829,0.173256865,-0.093886565,-0.482227753,-0.034119932
ACH-001196,0.28923455,0.135600474,0.401543169,0.330595345,-0.168162231,0.113359811,0.410577505,0.331142003,-0.108870046,-0.284669166,-0.884072262,-1.071432415
ACH-001200,-0.324025671,0.463477227,-0.537401529,-0.411112391,0.522819109,0.057132016,-0.415158298,-0.413937351,-0.323727875,-0.07598296,0.046403493,-0.454579171
ACH-001205,0.069701245,-0.228760149,0.037007893,-0.660500721,-0.372551462,0.141222231,0.134129849,-0.657441456,-0.022913162,-0.296157876,-0.280986383,-0.965757563
ACH-001210,0.264297839,-0.338800248,-0.171111283,-0.53705204,0.101967336,-0.067311491,-0.343311896,-2.37528125,-0.111560533,-0.012278116,-0.954472124,-1.843564379
ACH-001211,-0.009450307,0.428454912,-0.052829933,0.248857715,0.410800934,-0.091892527,0.302097329,0.120411456,0.113206669,-3.55E-05,-0.457585003,-0.484085204
ACH-001212,-0.158749411,0.677764007,-0.076494405,-0.521882052,-0.094314742,-0.751872192,-0.320747315,-0.480824267,0.647438291,-0.18983905,-0.710657381,-0.561981142
ACH-001232,0.434217792,0.049279303,0.146820179,0.462250323,0.081041684,0.072021422,-0.003835692,0.239669327,0.087733451,0.055398017,-0.279478028,-0.220363406
ACH-001239,-0.414495009,0.050776685,0.540818382,0.168529792,0.676166834,-0.071344354,0.457606819,0.619385193,0.193482702,0.336214313,-0.090624819,-0.069640352
ACH-001283,0.279825001,0.179897215,-0.382354677,-0.430475739,0.323247152,0.220626765,-0.178751831,-1.894778356,0.361247108,-0.162449413,-0.338438953,-1.37671344
ACH-001289,0.15279619,0.252274296,0.307365102,0.406085046,0.58848842,0.511464489,-0.21787972,-0.232812734,0.195142534,0.117438254,0.215303328,-0.794231073
ACH-001293,0.087820274,-0.1872162,-0.402477201,-0.351279967,-0.268592591,0.285292015,-0.243444593,-0.34953204,0.353793878,0.211274734,-0.657013928,-0.407778008
ACH-001300,0.113415107,0.011365703,0.163837963,0.156740485,0.435570186,0.509227359,0.151919033,-0.328613858,-0.592100932,-0.445690762,-0.298885204,0.263388612
ACH-001301,-0.03768001,-0.318413298,-0.203096923,0.051253641,-0.459584156,0.187550075,0.468201482,-0.040066095,0.205962963,-0.225016081,-0.811190276,-0.669787574
ACH-001306,0.456814683,0.209528916,0.436282693,0.281018728,0.205014666,0.275518578,0.114063784,0.141268946,-0.105687683,0.016695151,-0.08767444,-0.378981106
ACH-001307,-0.171717854,0.294209559,0.449977117,0.209853374,-0.422354547,0.116569894,0.124657748,0.117572255,0.346387987,0.212688447,-0.153765295,-0.37181859
ACH-001310,0.635046459,-0.833171389,-0.014191455,0.217771789,0.344720595,-0.206219484,-0.07925836,0.47016637,0.195304872,-1.23332082,0.037854444,-0.078832326
ACH-001318,0.130833862,-0.25892565,0.260766543,-0.068901025,-0.028488432,0.258951799,-0.203977435,-0.500366216,-0.39912022,-0.043642073,-0.648871823,-0.833738887
ACH-001321,0.240373882,-0.015698664,-0.052370204,-0.405617452,0.050008359,-0.210531915,-0.26675188,-0.415550441,0.16945555,-0.01391863,-0.232281426,-0.625744646
ACH-001329,0.094518062,-0.171248205,0.065558098,-0.1519675,0.175842046,-0.43088739,-0.129463481,-0.135603037,-0.145488424,-0.241762629,-0.269590469,-0.364945353
ACH-001332,0.196658055,0.22103841,-0.04493674,0.180984293,-0.303562236,0.16846535,-0.156143454,-0.08419536,-0.046285827,0.051255801,-0.433370178,-1.069232574
ACH-001333,-0.1083645,0.16866805,0.062273259,0.443202589,0.103430974,-0.039586532,0.389621217,-0.580390333,-0.439009355,-0.744829278,-1.39284935,-1.555626311
ACH-001334,-0.265429558,-0.678983787,-0.422178471,-0.100930645,-0.571235537,-0.189538724,-0.51585333,-0.354723014,-0.258725282,-0.415311399,-0.998501072,-0.713086589
ACH-001336,0.218047498,-0.046863901,0.416051141,0.435694079,0.305567721,0.6320463,-0.355198767,0.167703586,0.254156215,0.082743391,-0.576620639,-1.114814227
ACH-001341,-0.171371393,0.222792427,-0.157912348,0.167047626,0.306410681,-0.085295912,0.347628237,-0.170165549,-0.003055709,0.05648936,-0.19035257,-0.332113518
ACH-001344,0.156132222,0.38241646,0.548529735,-0.752420694,0.382035699,0.119184144,-0.779610036,-0.50881882,-0.115882528,0.005715874,-0.580650821,-0.89919777
ACH-001345,0.152538107,0.367705339,0.217273741,0.003875478,0.625997587,0.463323917,0.406387796,0.057166517,0.624067525,-0.12203466,-0.10869009,-0.315248183
ACH-001346,0.119686925,-0.049740152,-0.211484308,-0.423690207,0.016628219,0.278186632,-0.119936536,-0.163559635,-0.183903544,-0.032608483,-0.199830309,-0.037344383
ACH-001347,-0.464473013,0.48904802,0.52721406,-0.344230252,0.327015663,0.143007059,0.422742835,0.456324402,-0.785525051,-0.119004082,-0.797735559,-1.350637888
ACH-001349,-0.384933383,-0.423445058,0.036228528,-0.364812343,0.368533841,-0.038410713,0.297603993,-1.521812967,0.212491233,0.092531197,-0.675665892,-1.572665578
ACH-001353,-0.183044843,-0.205648327,-0.026116179,-0.034178849,-0.084012606,-0.036795064,-0.18261711,-0.277871444,0.222559898,0.903729773,0.513323425,-0.13047575
ACH-001356,0.104670387,0.043051716,-0.301891291,0.025883171,-0.119851737,-0.060091837,-0.288007032,-0.306770471,0.067586922,-0.106218322,-0.396865753,-0.994692515
ACH-001360,-0.037521621,0.057691587,0.129695894,-0.176148065,-0.297532797,0.07634222,0.072117186,-0.359732241,-0.067887655,0.364506155,-0.908303378,-0.784271633
ACH-001368,-0.171722041,0.937134914,0.029365681,-0.233064706,0.651495288,-0.043301386,0.530545662,-0.600417541,-0.172442107,-0.185015258,-2.001516754,-1.341307121
ACH-001369,0.296098541,-0.423191662,-0.590642505,0.154995358,-0.336902128,0.263781458,0.125656513,0.044525616,0.440504336,0.753909582,-0.53936176,-0.336377362
ACH-001370,0.531399827,-0.092353415,0.009894077,0.120548041,-0.444942954,0.240642641,-0.051772633,-0.27472911,0.111754122,-0.641397362,-0.17709463,-0.965157999
ACH-001373,0.253169985,-0.046627328,-0.004178222,0.112469808,0.068107399,0.143825044,0.380910258,-0.206335107,-0.128738757,-0.529958551,-0.693570765,-0.746723815
ACH-001374,0.349977561,-0.972983111,-0.911977169,-0.648463363,-0.077513894,0.057062567,-0.132589898,-0.086330294,0.110909544,-0.497134817,-1.170351045,-0.689299656
ACH-001375,0.696650651,-0.241210619,0.328115988,0.019362349,0.14959822,-0.108800324,0.308661911,-0.143189462,0.247078073,-0.216005093,-0.742497262,-0.184116408
ACH-001377,0.067503078,0.099946635,0.205194172,0.064933096,0.018218111,-0.287577099,-0.171638206,0.85231192,0.039557149,-0.654242388,-0.730089675,-0.848581935
ACH-001379,0.129368415,-0.311108576,0.063471037,-0.249782282,0.129389768,-0.041976318,-0.166317634,-0.431053367,0.269454549,0.093759497,-0.347091971,-1.062483779
ACH-001384,-0.623876736,0.221317887,-0.347952172,0.501014692,-0.074511467,0.349140703,0.199169438,0.236155871,0.378412279,-0.167832725,-0.869139788,-0.312705719
ACH-001390,-0.139863004,-0.058299921,0.698579648,-0.098148779,0.085267439,0.446122944,0.927712695,-0.77930939,0.452812864,0.198764972,-0.516031449,-1.37285047
ACH-001391,0.050107887,-0.241283083,0.145266619,0.167983104,-0.327271027,0.005002413,-0.084641048,-0.12624224,0.475840283,0.015330476,-0.282988396,-1.655043389
ACH-001398,0.149417128,-0.015261538,0.227525947,-0.216185281,-0.030991806,-0.120617957,0.113999824,-0.357456103,0.545863988,0.37324593,-0.944026398,0.081136211
ACH-001399,0.324003241,-0.216972054,-0.186105253,0.222006463,-0.178109972,-6.78E-05,-0.132952216,-0.693035531,-0.15446966,0.142489442,-0.057655406,-0.626193157
ACH-001400,0.129095599,-0.212676646,-0.588694177,-0.201040157,-0.058436503,0.174321893,-0.240930366,-0.636180274,-0.02304756,0.133312945,-0.034757379,-0.575465415
ACH-001401,-0.457692949,0.261798442,-0.561522082,-0.530401,0.483351822,0.087533435,-0.330584889,-0.298980484,0.087652113,-0.268234606,-1.398683848,-1.098184182
ACH-001402,0.005389073,-0.097532904,0.19661906,-0.164180357,-0.266794719,0.250753807,0.083364287,-0.100884756,0.375940586,0.079448676,-0.696564793,-0.715266821
ACH-001407,-0.250626539,-0.461665726,-0.115717581,-0.265243815,-0.287289868,-0.284190695,-0.452528629,-0.655399055,-0.434638,-0.176689592,-0.465844772,-1.349476326
ACH-001411,0.139923082,-0.270236776,0.16830296,-0.317424745,0.313318324,-0.159524536,-0.114638476,-0.929964575,0.480248338,0.371417526,-0.197740225,-0.189491695
ACH-001412,0.204008205,0.067593703,0.01769544,0.012602381,-0.064769888,0.03688553,-0.090385255,-0.219103606,0.205859607,-0.069882576,-0.405738588,-0.736054494
ACH-001413,0.152604478,0.55324769,0.167326422,0.053698713,0.105893693,0.895202393,-0.294150151,-0.312271001,-0.444850115,-0.320936872,-0.362780686,-0.603910325
ACH-001414,0.298864268,-0.182493008,0.425441969,-0.657255925,-0.320320338,-0.004085373,-0.211292977,-0.661557871,0.104285607,0.206042138,-1.089635445,-1.129286098
ACH-001415,0.113396726,0.103946733,0.225341893,0.002034507,0.280797099,0.187647783,0.374006855,-0.173999297,-0.137405253,-0.274470672,-0.463289899,-0.747910989
ACH-001421,-0.120137301,0.003987507,0.223978194,0.290157111,-0.038300789,0.44878088,-0.196947479,0.327618503,0.003771278,-0.07035153,-0.358410883,-0.20687074
ACH-001431,-0.238454875,-0.236955087,0.190747418,0.03160476,0.245062334,-0.091145348,-0.165229452,0.05541988,-0.173728482,-0.259328208,-0.740830055,-0.679091761
ACH-001437,-0.09491318,-0.123770682,0.002134943,-0.974361148,-0.081302678,0.056756097,-0.235319605,-1.912784554,0.230037999,0.00498637,-0.33626448,-0.846494156
ACH-001438,-0.332191489,-0.028260065,-0.633270885,0.384231679,-0.246481781,-0.390943581,-0.989815438,-0.578793873,-0.666153807,-0.179177512,-0.453006232,-0.163791772
ACH-001441,0.101776349,0.189662695,0.072450014,0.088866403,0.438380787,0.315731116,-0.313960172,-0.980824142,-0.083402041,0.184996887,0.21854444,-1.050751093
ACH-001442,-0.409231469,-0.74764785,-0.09152235,-0.21189519,0.626321341,0.303993095,-0.860905937,-0.46807541,0.337583864,-0.240865655,0.126599975,0.303888506
ACH-001449,-0.090662813,-0.114863733,-0.204851072,-0.882394919,-0.464384723,-0.389018123,-0.262359627,-0.564432984,0.148468194,0.158056515,-0.408011501,-1.363515259
ACH-001450,0.334689499,-0.186507594,-0.692524191,-0.456694113,0.344074374,0.135063981,-0.882282421,-0.188854859,0.163995889,-0.143725975,-0.285027514,-1.149503834
ACH-001451,-0.070562976,-0.064169067,-0.051239515,0.113687287,0.002253635,0.068936251,0.226078727,0.384075622,0.152435628,0.037647894,-0.313716964,-0.184256913
ACH-001452,-0.502309078,-0.723927942,0.050023321,-0.187343775,-0.412725599,-0.562322748,-0.711141854,-0.896901698,0.014346303,-0.411040828,-0.674164982,-0.579520853
ACH-001458,-0.021583218,-0.410991484,-0.106514893,-0.712158701,-0.330743335,0.76051701,0.678983786,-0.489101191,0.485719853,-0.40922682,-1.329924221,-1.868283376
ACH-001459,0.605044705,0.70720828,-0.915526774,-1.022850315,0.540423579,-1.350849759,-1.021095863,-0.794826249,-0.839335713,0.503401755,-0.976054732,-1.299720585
ACH-001494,0.105085037,-0.684783454,0.062835557,-0.070770864,-0.000880796,0.057632391,0.079207214,-0.697166851,0.162719891,0.060968317,-0.547692328,-1.545851573
ACH-001495,-0.262700701,-0.194333957,-0.010526679,-0.192408119,0.369227179,0.305544665,-0.490817181,-0.373534172,0.424607324,0.125857311,-0.49095973,-0.764941509
ACH-001500,0.140890649,0.416256314,0.042523485,0.347063867,-0.136663496,-0.108292834,-0.140159295,-0.299190178,0.129319236,-0.285849992,-0.144427812,-0.56377282
ACH-001502,0.055179014,1.30367894,-0.849426697,-0.7158059,0.035730622,0.192216732,0.010729967,-1.789637324,0.357222118,-1.573984709,-0.25919008,-2.039619902
ACH-001509,0.379065408,-0.281832899,-0.234108939,-0.290796841,-0.024849697,0.430681086,0.082769391,-0.067102233,0.151068897,-0.16553503,-0.618274723,-0.902332202
ACH-001510,0.29294345,0.241900594,-1.022759242,-0.170484006,-0.242718123,0.096101718,-0.016381764,-0.483325787,-0.416775672,-0.349196658,-0.025632684,-0.664713436
ACH-001511,0.27081567,-0.582226261,0.38091594,0.854898857,-0.035316771,0.406699195,0.626317095,0.617817052,0.115479125,0.058636563,-0.349083768,0.527339108
ACH-001513,-0.154088078,-0.013348911,0.230550579,0.141930327,0.362201724,0.286172234,-0.329008531,0.11792586,0.172172127,-0.940603449,-0.939918867,-0.744796418
ACH-001516,-0.213508388,0.603142851,-0.111440657,0.020821191,-0.366519074,0.091681838,-0.6226044,-0.343812144,-0.05013938,-0.080205708,-0.005473501,-0.321092319
ACH-001517,0.198681159,-0.191243792,0.074265237,-0.043061421,-0.028627602,0.164629212,-0.380120783,0.131639684,0.215534833,0.021277302,-0.135647379,-0.606722677
ACH-001518,-0.213042618,-0.182516974,0.011545112,-0.038872253,0.065186177,0.066578207,-0.061463848,-0.245178392,0.570489544,0.072835384,-0.110024461,-1.52371091
ACH-001521,-0.356230318,-0.405235542,-0.141080213,0.136878914,-0.736504862,0.142630811,-0.373197368,-0.148592496,-0.238023527,-0.170709488,-0.473159009,-0.881280634
ACH-001523,0.239840299,-0.121775682,-0.235973373,-0.350621756,-0.300641111,-0.366728619,-0.42222245,-0.534475217,-0.079133828,-0.21697116,-0.126874155,-0.813978884
ACH-001524,0.201352692,-0.13132563,-0.300170324,-0.463127606,0.030945348,0.090024629,-0.117325939,-0.601352806,-0.01203097,0.246127522,-0.060391536,-0.344364529
ACH-001525,-0.233423316,-0.036220308,-0.200010762,-0.251308304,0.662436683,0.150267272,0.24074123,0.202983163,0.014829385,0.001760589,-0.5486253,-1.01299121
ACH-001526,0.138879121,0.488999264,0.08099369,0.132255002,0.664015549,0.781175421,-0.204832257,-0.007767824,0.034480534,0.703929041,-0.19125917,-0.026709446
ACH-001528,0.138600748,-0.02493463,-0.252065044,-0.25745194,0.331138161,0.022223732,-0.143555404,-0.340838501,0.056430161,-0.045893837,-0.515035805,-1.592242546
ACH-001529,0.028539928,0.080891312,0.182731979,-0.221988252,0.193555285,0.316118444,-0.555020105,-1.59586931,-0.105228629,-0.129293636,-0.234232851,-0.636647911
ACH-001530,-0.362574474,-0.018486763,0.172177055,-0.745867647,0.28139288,-0.077851784,-0.237185677,0.272282557,-0.160310352,0.302667475,-0.812126112,-0.83532794
ACH-001532,-0.108935739,0.79157955,1.056270004,-0.233561934,-0.090848444,-0.082288119,-0.306075822,-0.268853084,0.609815359,0.497088386,-0.059741149,-0.524454839
ACH-001533,0.370541436,0.053734353,-0.44255919,-0.415138862,-0.232709651,0.633868693,-0.161697524,0.493301965,0.655868138,0.069228394,-0.467644737,-0.609708935
ACH-001536,-0.005236051,-0.289058157,-0.580899341,-0.445245787,-0.218928559,-0.045543662,-0.296395349,-0.333924595,0.180440414,-0.021555141,-0.211453772,-0.913842596
ACH-001537,0.19796498,0.320226309,0.441718003,0.117244544,0.625134708,0.583882924,0.34123177,-0.033393505,-0.434711212,-0.440147957,-0.399744813,-1.299212031
ACH-001538,0.046612616,-0.373477362,0.451898844,-0.652167359,-0.5181113,0.677381301,0.381490303,-0.10872909,-0.27153659,0.433018119,0.033766967,-0.462928991
