,BRD-K28862419_0.3704 uM,BRD-K28862419_1.1111 uM,BRD-K28862419_3.3333 uM,BRD-K28862419_10 uM,BRD-K34692511_0.3704 uM,BRD-K34692511_1.1111 uM,BRD-K34692511_3.3333 uM,BRD-K34692511_10 uM,N-Benzylquinazolin-4-amine_0.3704 uM,N-Benzylquinazolin-4-amine_1.1111 uM,N-Benzylquinazolin-4-amine_3.3333 uM,N-Benzylquinazolin-4-amine_10 uM
ACH-000485,-0.087040278,0.34649386,-0.29559933,-0.243456797,0.163582429,0.451114292,0.211521589,-0.596468108,-0.284843419,0.133610766,-0.253674762,-0.425562972
ACH-000486,-0.333797329,-0.177826236,-0.710328303,-0.724863805,-0.075402433,-0.106733437,-0.51835111,-0.507069599,-0.004540056,-0.028963979,-0.453962713,-1.672490912
ACH-000488,0.101528569,0.1194056,-0.164986949,-0.516786857,0.027356193,0.048327544,-0.181403714,-0.671976806,-0.04943607,0.067383867,-0.204536237,-1.239179573
ACH-000489,-0.341022526,0.680493189,-0.484215026,-0.316977171,-0.018990938,-0.306143857,-0.396136601,0.336920404,-0.352294109,0.627758257,0.3607004,0.062212947
ACH-000493,0.08559599,-0.174016514,-0.2164889,-0.59166004,0.083486603,0.520011863,0.235534902,-0.488213087,-0.131575559,-0.134367034,-0.50050231,-0.762673043
ACH-000495,0.826544731,-0.050752586,-0.510453371,-0.260860492,-0.575483453,0.409592718,-0.407999095,0.208549058,-0.471207064,-0.110599731,-0.66928508,0.307583732
ACH-000496,0.098866126,0.131283883,0.212734988,0.652456977,0.467056465,-0.073121167,-0.058719805,0.493030554,0.778675897,0.140105155,-1.454333794,-1.002169602
ACH-000499,-0.048062871,-0.039854167,-0.065804623,-0.312850026,-0.148775507,0.161745236,0.329003675,-0.093981813,0.197622727,0.174611271,-0.388381449,-0.547877314
ACH-000500,-0.165316883,0.098088429,0.320914704,-0.085737402,0.035492429,-0.000848391,-0.074539441,-0.487859014,0.402631422,0.061344144,-0.640617888,-1.984132406
ACH-000502,0.057194682,-0.354078099,0.055317771,0.081025428,-0.22537712,0.01941312,-0.274815077,0.296915928,0.38194552,-0.062523274,0.071865892,0.200611464
ACH-000503,0.069163282,-0.061964168,-0.136382362,-0.892353686,0.599206466,-1.047061971,-0.655188754,-0.546948409,0.521666787,0.105018514,-0.173471155,-0.50861088
ACH-000504,-1.030120187,0.172429984,-0.511200017,-0.407156973,0.355888165,-0.278124808,-0.236181881,-0.048935158,-0.030956787,0.159548898,-0.605484433,-0.708846054
ACH-000505,-0.52707063,0.485836352,0.08172717,-1.081752526,0.72320314,-0.462749114,0.227024425,0.32172079,0.108786553,0.422522292,0.47569329,0.651138696
ACH-000507,-0.363614632,-0.08891653,0.116933575,0.074294842,-0.294113693,-0.107451282,-0.297283497,-0.657604803,-0.379386764,-0.089242,-0.596897381,-0.64890043
ACH-000508,0.448255595,-0.000605892,-0.080178693,0.093661328,-0.226662125,0.158808544,0.24963147,-0.093902059,-0.283241254,-0.171997096,-0.488803287,-0.43919212
ACH-000510,-0.025339927,-0.05191741,-0.197058701,0.173671489,-0.115669369,-0.351892631,-0.231044254,-0.372500807,0.150254747,-0.009624635,-0.079723163,-0.720369196
ACH-000511,0.092826238,0.265766112,0.078217522,0.237362905,-0.083794276,0.036811107,-0.079959721,0.207862896,0.038940432,0.28061346,0.010122151,-0.092993431
ACH-000514,-0.077566294,-0.159766327,-0.284285307,-0.453809227,-0.084450859,0.083934097,-0.015574659,-0.544598656,0.101050575,0.391239065,-0.356061197,-0.833503325
ACH-000515,-0.453209378,-0.3737395,-0.545974115,0.090175622,-1.590650609,-1.402099048,-1.455833502,-1.609297346,0.360472293,-0.174757367,-0.72000677,-0.076327224
ACH-000516,0.102634248,-0.240110726,-0.956951266,-0.000543596,0.180448991,-0.227135175,0.018704398,0.054144322,-0.569729166,0.112922094,-0.246314775,-0.343207484
ACH-000517,0.000892454,-0.078018539,-0.150343491,0.141466537,-0.20339664,-0.074041281,0.132164161,0.015348978,-0.240651374,0.111006158,0.332552321,0.02387436
ACH-000518,0.119562007,0.12151372,-0.096230368,-0.379803046,0.012914802,-0.076331711,0.059600152,-0.534284452,0.175607552,0.498093842,-0.09919607,-1.319780222
ACH-000521,0.284046986,-0.217363919,0.099863924,-0.498139135,0.97451144,-0.897389633,-0.793041612,-0.514190387,-0.43701053,-0.495424623,-0.529106826,-0.937268579
ACH-000524,-0.200061452,-0.313632799,-0.121607013,-0.312179867,0.168548044,-0.471667661,-0.0228723,-0.067506308,0.465545682,0.232972463,-0.352517161,-0.211781564
ACH-000525,-0.117902029,-0.004074537,-0.424667032,-0.162104456,0.197667573,-0.293307363,-0.272692827,-0.11076951,0.111607343,-0.003824711,0.012686808,-0.006483197
ACH-000527,0.092804314,0.43669484,-0.262779898,-1.334526622,-0.136769832,-0.400519372,-0.058157245,-0.773925584,-0.203323146,0.318013888,0.219939541,-0.26833753
ACH-000528,0.43963686,0.017599774,0.067830648,-0.330649175,-0.484202537,-0.375373643,0.009617142,-0.87629814,-0.266329237,-0.066716131,-1.517328813,-1.305598508
ACH-000532,0.110785653,0.926829517,0.399432142,-0.06040695,-0.194981219,-0.663971046,-0.042110257,0.008271616,0.717734581,0.865690632,-0.429115449,-0.243719184
ACH-000533,-0.262009732,-0.286335904,0.231364289,-0.483867129,0.113435528,0.511043685,0.093704651,-0.460809477,-0.319355486,0.268516866,-0.412652092,-1.160437633
ACH-000534,-0.674108007,-0.338347446,-0.330825537,-0.917349354,-0.195233373,0.029795383,-0.233987468,-1.712565945,0.004296466,-0.016583461,-0.84671837,-0.855007342
ACH-000535,0.018005102,0.142103894,0.233482756,-0.202869842,-0.45791181,0.383819914,-0.094646612,0.581833046,-0.321585979,-0.599019164,-0.624180746,-0.547795893
ACH-000537,-0.482541655,0.051185849,-0.054014309,-0.270847257,0.048232368,0.065550242,-0.628003173,-0.482541953,-0.113037667,0.419644014,-0.754423153,0.013144652
ACH-000541,-0.548267446,0.481127515,0.013146309,-0.40936621,0.261302658,0.64598677,-0.204352184,-0.090359356,0.318528,-0.244961403,-0.552221341,-0.265025839
ACH-000542,-0.157417018,-0.564032989,-0.446040045,-0.027603974,-0.34208803,0.252620357,-0.22937117,-0.054639389,0.018360614,-0.374547877,-0.602617787,-1.017219588
ACH-000543,-0.253290973,0.365197131,-0.286616753,0.027214377,-0.133808918,0.422962887,0.906969879,-1.079973288,0.580201681,-0.442560247,-0.269051235,-0.412132861
ACH-000544,-0.143997421,0.153285933,0.289172402,-0.619435622,-0.294142877,-0.438428731,-0.484990554,-1.393709846,-0.199169318,-0.54965959,-0.478905183,-0.553837545
ACH-000545,0.043729483,-0.068248949,-0.035019115,-0.175237181,0.081328498,0.427504067,-0.24945143,0.016370776,0.003817899,-0.322989439,-0.399464857,-0.796978201
ACH-000547,0.054714934,-0.513049495,0.485780189,0.365286732,-0.263061349,0.168467363,0.402480146,0.267641606,0.249083668,-0.39708494,-0.411646572,-0.535147713
ACH-000548,0.152245904,-0.202626692,-0.267368531,-0.530231454,-0.2796519,-0.175820007,-0.055208719,-0.297280643,0.53280215,0.226439537,-0.417234821,-0.734313096
ACH-000549,-0.19990153,-0.198952464,0.282338317,-0.270995138,0.179748837,0.114145012,0.284918812,0.005326296,-0.282024791,-0.015145188,-0.469873415,-0.880234886
ACH-000550,0.020444129,0.002154777,0.080187392,0.294904487,0.126969329,0.171818375,0.141711053,-0.22816386,0.029817348,-0.066728884,-0.656528665,-0.348237864
ACH-000551,0.041034044,-0.171008363,-0.361160715,-0.655606926,0.192627198,0.115525404,-0.009881972,-0.261755291,0.376248529,0.239251013,-0.428737511,-1.039439308
ACH-000552,-0.373775963,0.217415865,0.004459865,-0.83723457,-0.009919193,-0.235990591,-0.811803281,-1.489955681,0.323754225,-0.195550018,-0.942804741,0.302141884
ACH-000553,-0.104917922,-0.147497314,0.049507245,-0.33918964,0.316506765,-0.137167438,-0.225402075,-0.332275191,0.042846715,0.031527866,-0.559463261,-0.562824079
ACH-000555,0.067021887,0.22916927,-0.389262855,-0.956538783,-0.27547642,0.491020938,0.023118824,-1.140904235,0.193412494,0.018297427,-0.040788616,-0.850593061
ACH-000558,-0.126772734,0.20826074,0.199629126,0.231193108,0.038719379,-0.255452157,-0.181203837,0.602783896,0.435947773,-0.176926719,-0.544726373,-0.107074859
ACH-000560,-0.100748616,-0.311425933,-0.485053111,0.505127543,-0.279371732,0.852851493,0.163340881,0.152232407,-0.847010584,0.071959237,0.317987374,-0.537242331
ACH-000561,-0.35666707,-0.027644833,-0.004634055,0.05324494,0.146681676,0.175715886,-0.012056478,-0.57271699,-0.038279654,0.014847992,-0.442861269,-0.800804509
ACH-000562,0.139680846,-0.091673548,-0.252820669,-0.061959482,0.131561779,-0.202536274,0.004179588,0.119234594,-0.018411617,-0.018545718,-0.798559637,-0.720849718
ACH-000563,0.052602877,-0.100488488,-0.210476138,-0.284273781,0.276616132,-0.095637215,0.134360592,-0.022327981,0.036330509,0.017524591,-0.180666289,-0.239333443
ACH-000564,0.183642067,-0.138365232,0.481721076,-0.19625094,0.039738029,-0.441817332,-0.104538072,0.75686472,-0.132972244,0.668408314,-0.416946232,-0.726632165
ACH-000565,0.320636301,-0.225512431,0.539250343,-0.325017564,-0.082778396,0.349766528,0.173530571,-0.314406973,0.418584257,-0.363573412,-0.14497628,-0.562079208
ACH-000566,-0.001871037,-0.020758346,-0.205925117,-0.07351332,0.256490083,0.237413261,0.072616607,-0.014901394,0.189277415,0.099051882,-0.283209945,-0.314693057
ACH-000569,0.528149963,0.184169605,0.304043716,-0.275362856,-0.017117037,-0.058510594,0.172872457,-0.623121778,0.076925212,-0.058912737,-0.33248776,-0.972472301
ACH-000570,0.2362035,0.319222868,-0.039487892,0.243755652,0.170733466,0.096045867,0.207202905,0.028796272,0.549477154,-0.368089607,-0.073799,-0.317401088
ACH-000571,0.150793763,-0.198668958,0.196014964,-0.154290436,-0.012745278,0.151509495,-0.503506998,0.006965128,0.066752966,-0.153368831,-0.594385637,-1.082309005
ACH-000572,0.800860995,0.615242818,-0.043532234,-1.08329898,-0.191463745,-0.143681538,0.114758487,-2.020750785,0.769485719,0.159425962,-0.848608752,-1.000485802
ACH-000573,0.160242813,-0.632107838,0.053690264,9.88E-05,-0.310510752,-0.080562696,0.094570643,0.387528086,0.143664333,-0.045593566,-0.289268828,-0.460940525
ACH-000576,-0.03242148,-0.127490004,0.211303388,-0.154389062,-0.05315665,0.146372833,-0.178032429,0.294750875,0.059773451,-0.039631901,-1.126182658,-0.855358166
ACH-000579,0.9616316,-0.395520407,0.033447607,0.067966276,0.182974855,0.276527749,0.178747801,-0.015956134,0.273226643,-0.190828582,-0.036981291,-0.404462194
ACH-000580,0.074846859,-0.147845405,0.201650516,-0.00382484,-0.016427314,0.164228179,0.176985269,-0.004269772,-0.030270859,0.054327063,-0.633355982,-0.847606814
ACH-000582,-0.426839673,-0.563809556,0.347725921,-0.272918783,-0.250290313,0.380742604,-0.042743872,-0.143413448,0.521595939,0.381321932,-0.103390784,0.037195551
ACH-000583,-0.390641928,0.175324056,-0.381311779,-0.505075699,-0.345879003,-0.111954557,0.203973802,0.072140681,0.445584543,0.300574941,-1.247149969,-0.632549392
ACH-000586,-0.54863074,-0.558159434,1.22085923,0.289483448,-0.783146144,-0.77678655,-0.731397009,-0.521140859,0.26801855,0.307774195,0.194919283,-0.4740695
ACH-000587,0.054451647,0.28301369,-0.189776021,0.001310013,-0.237201423,0.176845184,-0.01656966,-0.42484948,0.079133581,-0.248354642,-0.334357854,-0.600049691
ACH-000589,0.004578126,0.095562967,-0.29229677,-0.347062646,-0.277921164,0.129258172,-0.188212467,-0.705650697,-0.207417069,-0.267916447,-0.602353922,-0.556653561
ACH-000592,0.156045569,-0.027469494,0.099856947,-0.160359871,-0.516425289,0.589707565,0.005746171,-0.157518423,-0.856293194,-0.34194671,-0.591727479,-0.589267487
ACH-000593,-0.312959115,-0.08627348,-0.164180037,0.517476985,0.260563944,-0.085339566,0.015378392,-0.031967226,-0.251139025,-0.018757464,-0.838810764,-1.313374056
ACH-000595,0.260674894,-0.11230555,0.49801309,0.272045693,0.371328301,0.507014763,-0.185761525,-0.081486382,-0.046403739,0.070184064,-0.066879424,-0.249349487
ACH-000597,-0.021409108,0.256140258,-0.152386688,-0.000995405,0.210759179,0.308382537,-0.261310285,-0.608504651,0.483663842,-0.556766885,-0.800193819,-1.059842184
ACH-000598,9.56E-05,0.1022324,-0.154878741,-0.577084326,0.314275866,0.363179039,-0.10577717,-0.298299887,0.47700447,-0.511904746,-0.738086993,-1.159121129
ACH-000599,0.188796003,-0.108188341,0.009907283,0.080773682,-0.087303755,0.223391513,-0.0022121,0.140788208,0.002813916,-0.159655339,-0.461044818,-1.159499363
ACH-000601,-0.033473503,0.092351568,0.041706607,0.015817949,0.025339465,-0.210416326,-0.044022717,-0.727632011,0.117283116,-0.19685927,-1.32562347,-2.157018798
ACH-000603,-0.055708223,0.064132397,0.196051746,-0.104644319,0.048954259,-0.142987458,0.045243153,0.05767593,-0.103800549,-0.163931052,-0.443471728,-0.468230169
ACH-000604,0.244624591,-0.193200806,-0.055085537,-0.022943499,-0.05062208,0.005003079,-0.078357907,-0.050833655,0.057673168,0.355162649,-0.292158832,-1.207410343
ACH-000605,-0.342811266,-0.057998278,-0.215438583,-0.523044132,0.559313325,0.368025873,0.472667726,-0.803028346,0.198961595,0.03055163,-0.760211418,-1.205186472
ACH-000607,-0.055505202,-0.621423088,0.268813573,-0.952192149,-0.011431809,-0.372136512,-0.559423271,-0.592048264,-0.165382583,0.546691654,-0.336262868,-1.274852834
ACH-000608,-0.519308376,0.052680224,0.050295714,-0.232409877,-0.378204534,-0.423143932,0.369820768,-0.075884644,-0.16692401,-0.129492811,-0.828516464,-1.024505947
ACH-000609,0.189496874,-0.302812525,-0.028497618,0.345312176,-0.34919593,0.310272238,0.294684812,-0.167651042,-0.172011605,0.181989048,-0.188386523,0.092619592
ACH-000613,0.034556076,-0.501689598,-0.084852667,-0.334018094,-0.132763256,0.167345453,-0.11652053,-0.306711866,0.140864932,0.018942059,-0.277190813,-0.650949324
ACH-000614,0.190086431,0.468006761,-0.173463909,0.033253823,-0.57282511,0.115371836,0.080382218,-0.372481905,-0.31596361,-0.68071719,-0.919921874,-0.552423388
ACH-000615,0.246917858,-0.113999574,-0.413886611,-0.268298135,-0.275302815,-0.219982562,-0.738456957,-0.463288665,0.115904115,-0.154285654,-0.204108706,0.034191241
ACH-000618,-0.236322895,-0.052442686,-0.382501201,-0.129968712,0.312753541,0.177847457,0.250366381,-0.460273385,-0.02165848,0.173189494,-0.4664744,-0.476209428
ACH-000619,-0.18662669,-0.040387327,0.020117276,-0.569748103,0.082279419,-0.127781961,0.022521912,-0.935089864,-0.21185356,-0.628743827,-0.423557861,-1.021714163
ACH-000620,0.207522213,-0.04494745,-0.092897768,-0.418043118,0.003228308,-0.130270755,0.32825516,-0.322887902,0.016606925,-0.314227433,-0.308212804,-0.924013111
ACH-000622,0.202500454,-0.206987994,0.327317149,-0.289221898,0.316393256,-0.046048912,-0.166344604,-0.610746426,0.138364458,0.245401684,-0.198786959,-0.286215373
ACH-000623,0.442100233,-0.650708398,-0.585116192,0.104156632,-1.030113156,-0.363751202,-0.443628338,-0.220434314,0.321688114,-0.503739023,-0.279671201,-0.272983956
ACH-000624,-0.114618518,-0.065053857,0.286244874,0.082720122,0.017722842,0.318590635,-0.471209598,-0.045951407,0.137925763,-0.128572731,0.068729135,-0.872308426
ACH-000625,0.260520909,-0.3130807,-0.315887593,-0.875552043,-0.315079153,-0.673667844,-0.138164203,-0.910495006,0.530123067,-0.310082024,-0.818715307,-2.044675735
ACH-000626,0.067091279,-0.10010676,0.040057781,-0.031232249,0.491618395,-0.032985038,-0.069967893,-0.133023498,-0.336123379,-0.24724815,-0.389128379,-0.579857942
ACH-000627,0.592106561,0.297503813,-0.413136368,-0.40879374,0.526366898,-0.39764307,-0.271604334,-0.110456861,-0.207279671,-0.207487455,-0.124413299,-0.113705862
ACH-000628,-0.0766796,-0.025883272,0.465660657,0.188771184,0.023860699,-0.111488865,0.058757155,0.340353504,0.796588809,0.417354227,0.072640296,-0.049583336
ACH-000630,0.234217567,-0.197384076,0.085225369,-0.111995274,-0.775992403,0.059072958,-0.063727137,0.174086744,0.355551161,-0.0516554,-0.482660876,-0.614522128
ACH-000631,-0.020447402,0.08313854,-0.317939892,-0.21902571,0.435467235,-0.071281715,-0.382120443,0.314689207,-0.107288592,0.261084382,-0.646361212,-0.352242298
ACH-000632,-0.210060457,-0.352732192,-0.491647306,0.100229978,0.257255472,0.238416541,0.05348252,0.34615037,0.027024323,-0.077408969,-0.198201251,-0.475901011
ACH-000635,-0.057654729,0.394204705,0.3427212,-0.026398948,0.072348122,0.460998186,-0.313677312,0.468419747,0.000555597,-0.271288717,-0.037213319,-0.911974669
ACH-000636,-0.016611188,-0.701692341,-0.255713539,-0.669738541,-0.193087366,-0.279696342,-0.533207663,-0.849527847,-0.091268062,-0.436233455,-0.352319283,-1.157667603
ACH-000637,0.213714565,-0.276347364,-0.020200956,-0.824344921,0.277655393,-0.114254049,-0.333922933,-0.881699994,-0.041721136,-0.589970776,-0.451000892,-0.923280431
ACH-000638,-0.00298232,-0.074560635,-0.167156317,-0.181077228,-0.600659994,0.310862883,-0.33599804,0.019209467,0.277979632,0.076929006,-0.37437583,-0.3991725
ACH-000639,-0.079041497,0.139043122,-0.265615375,-0.651736396,0.031381574,0.212619721,-0.011037005,-0.463140703,-0.494652424,0.13263055,-0.384096436,0.203077647
ACH-000643,0.228112686,0.301701419,0.155326809,0.23230282,-0.014354434,0.080984617,-0.25071188,-0.05055468,0.15121479,0.029647051,-0.516174779,-0.399677798
ACH-000645,-0.601593685,0.057291663,0.476055403,-1.071640331,-0.915089856,-0.333032181,-0.317811585,-0.585063559,-1.387114669,-0.356941671,-1.271783766,-0.943286512
ACH-000647,-0.084354589,0.31722737,0.034263502,-0.184318768,-0.56116246,-0.228864983,-0.203753866,-0.263476821,0.259192901,0.014845353,-0.343927082,-0.592675327
ACH-000648,0.029710215,-0.488666769,-0.060406013,-0.116784267,0.139234606,-0.058148697,-0.825578747,-1.227197653,0.119580999,0.188679344,-0.352599802,-1.018467392
ACH-000649,0.14958422,0.273120831,-0.173155811,-0.584096492,0.134001143,-0.154549018,-0.108722827,-0.761091256,0.098347708,0.360063836,0.4293702,-0.376949797
ACH-000650,-0.09920752,0.199922774,0.128042042,-1.441988242,-0.325308005,0.147791092,0.073835789,0.049259459,-0.07677434,0.352800761,0.206336115,-0.448267639
ACH-000651,-0.084327535,-0.33044916,-0.042251376,0.245003322,0.034092068,-0.014160736,-0.12662854,0.117065626,0.065743821,-0.143147621,-0.269376553,-0.496637378
ACH-000652,-0.24072302,0.00953092,-0.252036564,-0.34362264,-0.275608523,0.066691756,-0.48333411,0.047828188,0.183498562,0.343116826,-0.072864513,-0.252588495
ACH-000653,-0.172166252,-0.488199034,-0.219334929,-0.269079711,-0.007500152,-0.025290418,0.289476327,-0.002435576,0.246451878,-0.104284061,-0.864971128,-1.464834704
ACH-000656,-0.463104887,0.127998771,-0.133335886,-0.014601097,0.006706646,-0.222783733,0.4387815,-0.822243828,-0.1352346,-0.162952613,-0.498418479,-0.776320728
ACH-000657,-0.08801432,0.011024086,-0.285341465,0.032950431,-0.189468761,0.053811042,-0.388714723,-0.696880139,0.019820574,-1.041287438,-0.994434487,-0.849560714
ACH-000658,-0.018645812,-0.024608848,0.296097731,-0.211720833,0.089429082,0.246713377,0.039050181,0.126503654,-0.182229828,-0.396148548,-0.776829434,-0.763425311
ACH-000659,-0.00839811,0.284846812,0.485553946,-0.156704402,0.325035927,0.037136044,0.321149498,0.152469482,0.415089672,-0.272695614,-0.065548577,-0.188864727
ACH-000661,-0.190951848,-0.117130644,0.348500323,-0.106728411,0.163261041,0.51130922,0.048794766,0.168561282,-0.258196989,-0.575334223,-0.784288796,-0.367213737
ACH-000662,-0.03351579,-0.31002844,-0.118323159,0.023301993,-0.028831614,0.260511204,0.072999285,-0.755405801,-0.610702827,-0.175928672,-0.117350581,-0.657884213
ACH-000663,-0.205837941,-0.291319368,-0.28802315,-1.00161558,0.345635667,-0.103048717,-0.149412414,-0.664085938,0.108689464,-0.123748976,-0.485098848,-0.768141383
ACH-000664,-0.003771039,-0.133094902,0.035568525,-0.339890763,-0.07214904,0.094332273,-0.233339241,-0.575281797,0.389851016,0.06498134,-1.161917217,-2.168150465
ACH-000665,0.177199197,0.290606509,0.118002131,0.016344605,-0.09445774,0.279139168,-0.06886397,-0.228293358,0.330396423,-0.029501576,-0.376530692,-0.475317085
ACH-000666,-0.164003247,-0.091838369,-0.03663624,-0.48111122,-0.193290817,-0.299383355,-0.034499985,-0.079570752,-0.241896424,0.550512536,0.180734514,-0.484889605
ACH-000667,-0.04564771,-0.443243581,0.286215692,-0.668537706,-0.329616527,0.177654027,-0.25567612,-0.486159887,-0.224303236,-0.045607239,-1.172120619,-1.086923561
ACH-000669,-0.220584295,-0.109389975,0.084289711,-0.113420977,0.085538899,0.055624716,0.141686655,0.051361705,0.409190069,-0.266602284,0.015429654,-0.315246779
ACH-000670,0.287251428,0.255003153,-0.26906565,-0.331971376,0.386189928,0.21655023,0.118910954,-0.338457072,0.353875231,-0.016906678,0.059007986,-0.610591219
ACH-000671,0.13645606,-0.775143666,-0.491979807,-1.368500462,-0.447699246,-0.130133799,0.293488142,-0.787037493,0.702021595,0.490477852,-0.820801197,-1.664718733
ACH-000672,0.24093588,-1.157420603,0.460956329,-0.659434068,0.244391429,0.182625486,-0.285673067,-1.714787533,-0.710497578,0.244334672,-1.033825861,-0.152085523
ACH-000674,0.376241935,0.173856214,-0.315452626,-0.028746958,0.016323963,0.196076436,-0.666073973,-0.691328384,-0.25442786,0.000807833,-0.470418711,-0.580407407
ACH-000676,0.251964116,-0.128710229,0.187898123,0.03740533,-0.140807799,-0.502329653,0.209577795,-0.164958138,-0.092576521,-0.024074173,-0.724794741,-0.623708306
ACH-000677,-0.151471407,0.02935833,0.148799503,0.138699251,-0.02181971,0.213734858,0.016802247,0.344869141,-0.026358686,-0.085349405,-0.143305159,-0.677117096
ACH-000678,-0.068766682,-0.618703153,-0.137092838,0.190425242,-0.101487083,-0.069689116,-0.018480677,-0.003684004,0.245391231,-0.07490974,0.281029353,-0.516672225
ACH-000679,0.511507056,0.428871833,-0.01891422,-0.672327257,0.130478191,0.214047011,-0.115694135,-0.579196842,-0.10256173,-0.505171606,-0.498502367,-0.317010514
ACH-000680,0.690768655,0.536787504,0.534211468,-0.569840999,-0.471974681,0.192310025,0.107533544,-0.278199868,-1.105051699,-0.275778569,0.255783656,0.600497697
ACH-000681,0.179992855,-0.374251448,0.062377057,0.13276194,0.220045547,-0.249545456,-0.132260741,-0.312212009,0.113163801,-0.05035509,-0.71970291,-0.796700418
ACH-000682,-0.138128779,0.011488289,0.304162994,0.020177731,-0.12848807,0.267879363,0.13961174,-0.079212378,0.171294562,-0.115624811,-0.26340366,-0.459927819
ACH-000684,-0.022277212,-0.067847887,0.293999643,0.132242606,0.293916757,0.274725916,0.329698518,0.106589658,0.190324466,-0.324209826,-0.059771725,-0.430132095
ACH-000685,0.091894747,-0.811265794,0.648549836,-0.893243028,0.625138947,-0.390263296,0.528370694,0.21143777,-0.100001222,-0.193817136,-1.424383227,-1.317235904
ACH-000688,0.034436832,-0.42707263,0.511612436,-0.085177498,-0.172940731,0.25648279,0.005266417,0.151685879,-0.056588375,0.202263192,-0.26021075,-0.606954684
ACH-000692,-0.06134828,-0.212047053,0.039829806,-0.359423853,-0.696020953,-0.14926597,-0.142701279,-0.688011391,-0.338994478,-0.173897184,-0.625157809,-1.096154414
ACH-000693,0.316576805,0.033738621,-0.202546568,0.401046269,0.348201028,0.093571855,-0.06889828,-0.097553957,-0.041716495,-0.34702373,-0.764748143,-0.505781359
ACH-000694,-0.022010506,0.500043667,0.384092372,-0.107645424,-0.521458132,0.892830498,0.158719139,0.180147173,-0.384679901,-0.392272435,-0.624860906,-0.731910122
ACH-000696,0.108706775,0.00731685,0.200031408,0.039426564,-0.187944191,0.021486404,0.129437554,0.15061573,0.384663646,-0.059599497,-0.147596094,-0.793337104
ACH-000697,0.365085129,-0.823744506,0.244174978,-0.158150088,0.039770545,0.149478282,0.110023647,-0.190904525,0.103447563,0.110830135,-0.139675603,-1.198082518
ACH-000698,-0.346122683,0.236186532,-0.16414939,-0.435877268,0.411871542,0.012375888,0.255971419,-0.243288463,0.105324218,0.183577937,-0.591963184,-0.864800595
ACH-000699,0.272790099,0.383086254,0.035227841,0.081930129,0.469130334,0.435911018,0.321978764,0.034453916,-0.01953647,-0.144542326,-0.702680244,-1.489596961
ACH-000701,-0.000250515,-0.325233569,0.049447002,-0.480048516,-0.021703602,0.025169995,-0.122979251,-0.045603145,-0.181314551,0.322594246,-0.626775191,-0.271025294
ACH-000703,-0.152920133,-0.083614005,-0.087322239,0.130192591,-0.196789119,-0.056744943,0.046837143,0.139702503,-0.01157155,-0.308771741,-0.05038142,0.019237871
ACH-000704,0.072415257,1.142824664,0.192688811,-0.56028566,0.339504844,-0.645368557,-0.225344841,-0.722171135,-0.12568892,-0.980821127,-0.546920068,-1.360373693
ACH-000706,0.144721801,-0.036379338,0.008824413,-0.569640765,-0.271072262,0.130665191,-0.258077569,-0.552915622,-0.359998284,-0.023490693,-0.738640618,-1.138449325
ACH-000711,-0.181831095,-0.044327966,-0.176676619,0.08245391,-0.141240894,0.135470214,0.354665545,0.222365394,-0.024251485,0.134420726,-0.181356388,-0.227536076
ACH-000713,-0.321566114,-0.189176377,0.116067111,-0.302416005,0.129885207,-0.183020549,-0.042550456,-0.215196664,-0.146386706,-0.082196549,-0.062213286,-1.213053319
ACH-000714,0.137830189,-0.061870003,-0.189428655,-0.487837405,0.402215589,0.353339009,-0.380167332,-0.181657768,-0.013172625,0.17050001,-0.146925794,-0.024091505
ACH-000715,-0.368012137,-0.359073127,-0.071533808,0.043406361,-0.093779418,-0.688538609,-0.833650299,0.214488753,-0.096451033,-0.35769626,-1.253601783,-0.796110349
ACH-000716,0.343016859,-0.14358773,-0.010629646,-0.072160131,-0.033518888,0.191831077,0.023053792,0.180547854,-0.041911876,0.221185361,-0.576822391,-0.430919508
ACH-000717,0.049810407,-0.373837905,0.112434127,0.044422925,0.034919855,-0.141378368,0.055200326,-0.451157445,-0.299916734,-0.083380729,-0.121989224,-0.38996302
ACH-000719,0.302031268,-0.453409388,0.121789238,0.099632891,0.305400498,0.14015012,-0.090011147,-0.603584423,0.363306667,0.002378703,-0.261173224,-0.442197373
ACH-000720,0.175055792,-0.235305936,0.18294491,0.203034618,0.088956012,0.208025568,-0.020422945,0.43481779,0.08140879,-0.263984192,-1.219726973,-0.675909701
ACH-000721,0.447267232,0.159092044,-0.13242961,-0.354081953,-0.292628828,-0.393297103,-0.138300525,-0.445289712,0.190462648,-0.377625679,-0.643133154,-1.854288016
ACH-000723,0.112075372,-0.199852031,-0.392931949,-0.034916541,-0.330750798,0.023040458,-0.089733998,-0.164529655,0.148354731,-0.081816623,0.009862087,-0.244372512
ACH-000724,0.062566032,-0.402682692,-0.518020721,-0.577458143,-0.298553572,-0.215329844,-0.395881766,-1.409084844,0.265122553,-0.464979539,-0.23146284,-1.28128492
ACH-000726,-0.235869615,-0.193499879,0.062230057,0.091452297,-0.274678194,0.543875467,0.223811081,0.592484682,0.071102731,0.005854788,-0.451537463,-0.23272999
ACH-000730,-0.253857611,0.1628248,0.092981255,0.309443103,0.028651887,-0.441313359,0.200174641,-1.34811808,-0.282554198,0.241999666,-0.393904482,-0.064406332
